season,week,celebrity_name,ballroom_partner,celebrity_industry,results,placement,in_competition,eliminated_end_of_week,j_total,j_pct,j_rank,judge_n,trend_used,log_trend_rel,trend_missing,pV_hat,elim_prob_hat,eta_hat,rule_type,rank_hat_week,risk_rank_week,pred_top3_pos,pred_is_top3,pV_mean,pV_std,pV_cv,pV_ci_2.5,pV_ci_97.5,pV_ci_95_width,pV_ci_1.5,pV_ci_98.5,pV_ci_97_width,n_bootstrap_samples
1,2,Rachel Hunter,Jonathan Roberts,Model,Eliminated Week 4,4,True,False,24.0,0.198347107,2.0,3,28.0,-0.216223108345498,0.0,0.1708297582310199,0.1156162455247334,0.0286200019009503,R1_Rank,5.0,5.0,1.0,True,0.174360893665427,0.0045255803378912,0.0259552485809984,0.1653727216313959,0.1839815660737626,0.0186088444423667,0.1643506903070968,0.1853476925120912,0.0209970022049943,101
1,2,Trista Sutter,Louis van Amstel,TV Personality,Eliminated Week 2,6,True,True,19.0,0.157024793,4.0,3,0.0,-3.58351893485611,0.0,0.1355042767403523,0.3650183862792606,-0.2030442903152538,R1_Rank,6.0,1.0,2.0,True,0.1185566473481217,0.0072120144471784,0.0608318015775327,0.1022745711198163,0.1285028551623384,0.026228284042522,0.1004259306174872,0.1293527608603839,0.0289268302428966,101
1,3,Evander Holyfield,Edyta Sliwinska,Athlete,Eliminated Week 3,5,True,True,13.0,0.122641509,5.0,3,0.0,-2.7725887206397815,0.0,0.1692253940537966,0.4735960274468967,-0.1638354344646019,R1_Rank,5.0,1.0,,False,0.1684618910067851,0.0075688891741822,0.0449293850908831,0.1556230370445043,0.1818964667651003,0.0262734297205959,0.1540398249472594,0.183659726384391,0.0296199014371315,101
1,3,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,3rd Place,3,True,False,22.0,0.20754717,3.0,3,0.0,-2.7725887206397815,0.0,0.2090822324516396,0.1346212239083915,0.0476606778517752,R1_Rank,2.0,3.0,,False,0.2108865663328808,0.0056110843598506,0.0266071208679723,0.2047906471092418,0.2263360750747931,0.0215454279655512,0.2044686440426807,0.2283919218194208,0.02392327777674,101
1,3,John O'Hurley,Charlotte Jorgensen,Actor/Actress,2nd Place,2,True,False,24.0,0.226415094,2.0,3,0.0,-2.7725887206397815,0.0,0.2077707168794161,0.1224538780915927,0.0413681955660356,R1_Rank,3.0,4.0,,False,0.2065810730059032,0.0039641133741718,0.0191891411758645,0.2010364578587194,0.2175475666183059,0.0165111087595865,0.2009833043624279,0.2181796386716475,0.0171963343092196,101
1,3,Kelly Monaco,Alec Mazo,Actor/Actress,1st Place,1,True,False,21.0,0.198113208,4.0,3,11.0,-0.2876820723184475,0.0,0.2092147572099084,0.152527240132444,0.0482943174235547,R1_Rank,1.0,2.0,3.0,True,0.2098376809174066,0.0032176738442801,0.0153341088703066,0.2049498170404084,0.2180915698006544,0.013141752760246,0.2048606104760156,0.2185095102534178,0.0136488997774021,101
1,3,Rachel Hunter,Jonathan Roberts,Model,Eliminated Week 4,4,True,False,26.0,0.245283019,1.0,3,0.0,-2.7725887206397815,0.0,0.2047068994052392,0.1168016304206748,0.0265122436232362,R1_Rank,4.0,5.0,1.0,True,0.2042327887370242,0.00377100209952,0.0184642344789,0.1954618227152568,0.2106150282778824,0.0151532055626256,0.1944231334702886,0.2106875453676961,0.0162644118974075,101
1,4,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,3rd Place,3,True,False,20.0,0.217391304,4.0,3,0.0,-2.8134107151133696,0.0,0.2653828234689395,0.2252919813215562,0.0634974492659063,R1_Rank,1.0,2.0,,False,0.2691840333180059,0.0062477008225915,0.0232097749096829,0.2535765933379424,0.2781141240594046,0.0245375307214621,0.2510854242782143,0.2799343582691082,0.0288489339908938,101
1,4,John O'Hurley,Charlotte Jorgensen,Actor/Actress,2nd Place,2,True,False,21.0,0.22826087,3.0,3,0.0,-2.8134107151133696,0.0,0.2631572214898058,0.1975126859543214,0.055075702778645,R1_Rank,2.0,3.0,,False,0.26741235068096,0.0051775604027249,0.0193617100688894,0.2597254755908382,0.2812900717703592,0.021564596179521,0.2588968556708018,0.2834433486119344,0.0245464929411326,101
1,4,Kelly Monaco,Alec Mazo,Actor/Actress,1st Place,1,True,False,26.0,0.282608696,1.0,3,6.0,-0.8675005674866278,0.0,0.2575377274802373,0.1557807205646338,0.0334902727288088,R1_Rank,3.0,4.0,3.0,True,0.2636246774703361,0.0091645643812152,0.0347636817203747,0.2550305690490516,0.2893588188574378,0.0343282498083862,0.2549423539046877,0.2946493317339372,0.0397069778292495,101
1,4,Rachel Hunter,Jonathan Roberts,Model,Eliminated Week 4,4,True,True,25.0,0.27173913,2.0,3,6.666666667,-0.7765287892581269,0.0,0.2139222275610172,0.4214146121594886,-0.1520634247733602,R1_Rank,4.0,1.0,1.0,True,0.199778938530698,0.0105627617437488,0.0528722488037737,0.177889069551575,0.2180287865550904,0.0401397170035153,0.1771844747152268,0.2193898874019276,0.0422054126867008,101
1,5,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,3rd Place,3,True,True,22.5,0.308219178,3.0,3,0.0,-3.106080328340269,0.0,0.2938053484388562,0.6263188553131643,-0.1225486608654221,R1_Rank,3.0,1.0,,False,0.2954416207290829,0.0133091948806517,0.0450484764056183,0.2648143614577661,0.3152280819039755,0.0504137204462093,0.2597646595678932,0.3160188282006008,0.0562541686327075,101
1,5,John O'Hurley,Charlotte Jorgensen,Actor/Actress,2nd Place,2,True,False,27.0,0.369863014,1.0,3,0.0,-3.106080328340269,0.0,0.352194318046814,0.165133758477538,0.0587169343935305,R1_Rank,2.0,3.0,,False,0.3496320089179883,0.0074477793840461,0.0213017664117622,0.3405821397889328,0.3703453154959122,0.0297631757069793,0.3403847213999347,0.373515860892088,0.0331311394921532,101
1,5,Kelly Monaco,Alec Mazo,Actor/Actress,1st Place,1,True,False,23.5,0.321917808,2.0,3,19.33333333,-0.0938187551224994,0.0,0.3540003335143297,0.2085473862092977,0.0638317264718916,R1_Rank,1.0,2.0,3.0,True,0.3549263703529287,0.0079201736304199,0.0223149765472323,0.3434938507557206,0.3687340046791961,0.0252401539234755,0.3433564243804613,0.3716872062782641,0.0283307818978028,101
1,6,John O'Hurley,Charlotte Jorgensen,Actor/Actress,2nd Place,2,True,False,27.0,0.495412844,2.0,3,0.0,-3.3557350048350103,0.0,0.4850571854678209,0.7716442556531137,-0.0298945312935458,R1_Rank,2.0,1.0,,False,0.4852144001005353,0.0173695170189397,0.0357976123860726,0.4511132471663061,0.5179100029082104,0.0667967557419043,0.4461161690150143,0.5188634097547218,0.0727472407397075,101
1,6,Kelly Monaco,Alec Mazo,Actor/Actress,1st Place,1,True,False,27.5,0.504587156,1.0,3,26.66666667,-0.0355066883490924,0.0,0.514942814532179,0.2283557443468863,0.0298945312935458,R1_Rank,1.0,2.0,3.0,True,0.5147855998994647,0.0173695170189397,0.033741264367791,0.4820899970917895,0.5488867528336938,0.0667967557419042,0.4811365902452783,0.5538838309849858,0.0727472407397075,101
2,1,Drew Lachey,Cheryl Burke,Singer/Rapper,1st Place,1,True,False,24.0,0.123076923,1.0,3,0.0,-5.58724863170025,0.0,0.1013569920150414,0.0660017719775312,0.0165248422212735,R1_Rank,9.0,10.0,1.0,True,0.1015525989707944,0.0031282730035334,0.0308044603017306,0.093579779528256,0.1091405407732327,0.0155607612449766,0.092803145457644,0.1101053374239956,0.0173021919663515,112
2,1,George Hamilton,Edyta Sliwinska,Actor/Actress,Eliminated Week 6,5,True,False,18.0,0.092307692,8.0,3,8.0,-3.3900240780973636,0.0,0.1033053503840218,0.0878314415581157,0.035565152303418,R1_Rank,2.0,3.0,,False,0.1048153525883172,0.0027465243333056,0.0262034546035748,0.1000035354248374,0.1116889464249723,0.0116854110001348,0.0998563304072376,0.1124430503750879,0.0125867199678503,112
2,1,Giselle Fernandez,Jonathan Roberts,News Anchor,Eliminated Week 3,8,True,False,23.0,0.117948718,2.5,3,0.0,-5.58724863170025,0.0,0.1017020921128171,0.0704356175754116,0.0199238571583464,R1_Rank,8.0,8.0,3.0,True,0.1005303971167683,0.0066850963880866,0.0664982590322578,0.0837487942861073,0.1072387700766574,0.02348997579055,0.0829462368707466,0.1073802066421693,0.0244339697714226,112
2,1,Jerry Rice,Anna Trebunskaya,Athlete,2nd Place,2,True,False,21.0,0.107692308,5.0,3,37.0,-1.9496624979712325,0.0,0.10220099286959,0.078875952900779,0.0248173755903382,R1_Rank,5.0,6.0,,False,0.1036255545507484,0.0034382150187376,0.0331792194854197,0.0980974508328378,0.1112171507966907,0.0131196999638528,0.0958404798142832,0.1143767529598898,0.0185362731456066,112
2,1,Kenny Mayne,Andrea Hale,Sports Broadcaster,Eliminated Week 1,10,True,True,13.0,0.066666667,9.0,3,100.0,-0.9721281412946337,0.0,0.0783146469193424,0.2895543967703663,-0.2413893700460704,R1_Rank,10.0,1.0,,False,0.0767976461730973,0.0025723890642032,0.0334956758753423,0.0705101475640214,0.0813034272915337,0.0107932797275122,0.0694886111567602,0.0814061068502884,0.0119174956935281,112
2,1,Lisa Rinna,Louis van Amstel,Actor/Actress,Eliminated Week 7,4,True,False,19.0,0.097435897,7.0,3,13.0,-2.948191326877848,0.0,0.1029071405256179,0.0848646335570048,0.0317030161968684,R1_Rank,3.0,4.0,,False,0.1058104277849683,0.0030162239164404,0.0285059230888858,0.1017046073157927,0.1134946865693906,0.0117900792535979,0.10015008805391,0.1146875271399748,0.0145374390860647,112
2,1,Master P,Ashly DelGrosso,Singer/Rapper,Eliminated Week 4,7,True,False,12.0,0.061538462,10.0,3,0.0,-5.58724863170025,0.0,0.1041476343952595,0.0939283424458831,0.0436854369106584,R1_Rank,1.0,2.0,,False,0.1089140134075031,0.0054937211440887,0.0504409026186001,0.0945531537579834,0.1203429954396531,0.0257898416816697,0.0941376454565722,0.122976282072501,0.0288386366159287,112
2,1,Stacy Keibler,Tony Dovolani,Athlete,3rd Place,3,True,False,22.0,0.112820513,4.0,3,44.0,-1.7805861680365964,0.0,0.1018704957447214,0.0759634288662511,0.0215783399361226,R1_Rank,6.0,7.0,2.0,True,0.1039085478179893,0.0031228628836409,0.0300539556101877,0.1002328599523843,0.1121943273681676,0.0119614674157833,0.1000145336627725,0.1131685794302281,0.0131540457674556,112
2,1,Tatum O'Neal,Nick Kosovich,Actor/Actress,Eliminated Week 2,9,True,False,23.0,0.117948718,2.5,3,0.0,-5.58724863170025,0.0,0.1017192181189049,0.0703644207442818,0.0200922368242603,R1_Rank,7.0,9.0,,False,0.0899452547218156,0.007791358894041,0.0866233457022083,0.0717380761240564,0.1005461288173922,0.0288080526933358,0.0701999425154202,0.1010106983528175,0.0308107558373972,112
2,1,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Eliminated Week 5,6,True,False,20.0,0.102564103,6.0,3,55.0,-1.5618969671883145,0.0,0.1024754369146831,0.0821799936043749,0.027499112904784,R1_Rank,4.0,5.0,,False,0.1041002068679977,0.0031871094666125,0.0306157841804662,0.099131926573073,0.1111535633259268,0.0120216367528537,0.0980295545060189,0.1124235537548745,0.0143939992488555,112
2,2,Drew Lachey,Cheryl Burke,Singer/Rapper,1st Place,1,True,False,27.0,0.135,2.0,3,0.0,-4.148411777327464,0.0,0.1135416311775548,0.0745097030846815,0.0251226760030132,R1_Rank,6.0,8.0,1.0,True,0.1121674070259189,0.0016691584322949,0.0148809576378031,0.1094425105200799,0.1152596806235608,0.0058171701034809,0.1092035109591784,0.1159475741870811,0.0067440632279026,112
2,2,George Hamilton,Edyta Sliwinska,Actor/Actress,Eliminated Week 6,5,True,False,22.0,0.11,5.5,3,0.0,-4.148411777327464,0.0,0.1145414369924757,0.0888507514814274,0.0338897644751563,R1_Rank,3.0,5.0,,False,0.1172027349187238,0.0031903116611104,0.0272204540561513,0.1126426520683963,0.1255875891343623,0.0129449370659659,0.1121298825567672,0.1258265154017275,0.0136966328449603,112
2,2,Giselle Fernandez,Jonathan Roberts,News Anchor,Eliminated Week 3,8,True,False,24.0,0.12,3.0,3,0.0,-4.148411777327464,0.0,0.1137423669527012,0.0786681821791959,0.0268890636853057,R1_Rank,5.0,7.0,3.0,True,0.1058437862897264,0.006286809216806,0.0593970551997936,0.0923172302525542,0.114575915223094,0.0222586849705398,0.090828285742612,0.1150201886776852,0.0241919029350732,112
2,2,Jerry Rice,Anna Trebunskaya,Athlete,2nd Place,2,True,False,23.0,0.115,4.0,3,6.666666667,-2.1115298555301925,0.0,0.1135405391763273,0.0847073471401996,0.0251130583282677,R1_Rank,7.0,6.0,,False,0.1158812698285151,0.0022027593773147,0.0190087611274411,0.1127711359182125,0.1208288353195797,0.0080576994013671,0.1126089400501711,0.1211849547281621,0.0085760146779909,112
2,2,Lisa Rinna,Louis van Amstel,Actor/Actress,Eliminated Week 7,4,True,False,20.0,0.1,7.0,3,7.666666667,-1.9889275335381944,0.0,0.1149646831182388,0.0958724199956284,0.0375780896960246,R1_Rank,2.0,3.0,,False,0.1180606134261714,0.0020595950143914,0.0174452338897884,0.1146958046261565,0.122580253451367,0.0078844488252104,0.1145027109224611,0.1231643221792866,0.0086616112568254,112
2,2,Master P,Ashly DelGrosso,Singer/Rapper,Eliminated Week 4,7,True,False,16.0,0.08,9.0,3,17.66666667,-1.2216723810759007,0.0,0.1163781530069346,0.1020914784676179,0.0497979405560206,R1_Rank,1.0,2.0,,False,0.1192860444045745,0.0040502167582614,0.0339538189775544,0.1108027221009275,0.1257970545084482,0.0149943324075206,0.1095831691316047,0.1263275954440149,0.0167444263124102,112
2,2,Stacy Keibler,Tony Dovolani,Athlete,3rd Place,3,True,False,29.0,0.145,1.0,3,11.66666667,-1.6094379118393636,0.0,0.1123739969673601,0.0740419198469459,0.0147856788070646,R1_Rank,8.0,9.0,2.0,True,0.1134183102507186,0.0019285846750488,0.0170041739361625,0.1106661530944058,0.1172434271517327,0.0065772740573268,0.1105941574884785,0.1176781927019386,0.00708403521346,112
2,2,Tatum O'Neal,Nick Kosovich,Actor/Actress,Eliminated Week 2,9,True,True,17.0,0.085,8.0,3,0.0,-4.148411777327464,0.0,0.0868308421944826,0.3104432522897086,-0.2430850048070635,R1_Rank,9.0,1.0,,False,0.0804615109003847,0.0056169511447443,0.0698091681586542,0.0680124136208328,0.0885010510600881,0.0204886374392553,0.0668430891205655,0.0888259959812536,0.021982906860688,112
2,2,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Eliminated Week 5,6,True,False,22.0,0.11,5.5,3,10.66666667,-1.6916760100109225,0.0,0.1140863504139246,0.0908149455145944,0.0299087332562105,R1_Rank,4.0,4.0,,False,0.1176783229552661,0.0036502371474202,0.0310187726656154,0.1131352887206713,0.1266801771710685,0.0135448884503972,0.1130728705907405,0.1269137284255945,0.013840857834854,112
2,3,Drew Lachey,Cheryl Burke,Singer/Rapper,1st Place,1,True,False,27.0,0.148351648,1.5,3,0.0,-4.543294772870004,0.0,0.1277771961816898,0.0816306115042687,0.024724059466755,R1_Rank,5.0,8.0,1.0,True,0.1267634334367704,0.0017533198047528,0.0138314319612317,0.1240698327025302,0.1316112110227093,0.0075413783201791,0.1238967263934753,0.132068046001206,0.0081713196077306,112
2,3,George Hamilton,Edyta Sliwinska,Actor/Actress,Eliminated Week 6,5,True,False,22.0,0.120879121,5.5,3,0.0,-4.543294772870004,0.0,0.12903912841164,0.1030045307264987,0.0345516464672121,R1_Rank,3.0,4.0,,False,0.1295121930302188,0.0033280332527536,0.0256966790144395,0.1263686296609227,0.1399329083851896,0.0135642787242668,0.1262125461225929,0.1420970683881141,0.0158845222655212,112
2,3,Giselle Fernandez,Jonathan Roberts,News Anchor,Eliminated Week 3,8,True,True,22.0,0.120879121,5.5,3,0.0,-4.543294772870004,0.0,0.1020048416974617,0.3066791143492746,-0.2005437531425117,R1_Rank,8.0,1.0,3.0,True,0.0975478420928522,0.0046924844358819,0.0481044412178314,0.0883743694668359,0.1042749941560767,0.0159006246892407,0.0878076229618849,0.1044641421548183,0.0166565191929333,112
2,3,Jerry Rice,Anna Trebunskaya,Athlete,2nd Place,2,True,False,19.0,0.104395604,7.0,3,14.66666667,-1.7917594684152889,0.0,0.1290444546794874,0.1149416065084046,0.0345929219934142,R1_Rank,2.0,3.0,,False,0.1306318264441157,0.0016058661655009,0.0122930698376783,0.1278989983937315,0.1347392537750806,0.0068402553813491,0.1277876255866225,0.1350282818853715,0.0072406562987489,112
2,3,Lisa Rinna,Louis van Amstel,Actor/Actress,Eliminated Week 7,4,True,False,25.0,0.137362637,4.0,3,17.66666667,-1.6165553795208212,0.0,0.1279732689918483,0.0971107267851369,0.026257373186753,R1_Rank,4.0,5.0,,False,0.1285446371540116,0.0013607333767276,0.0105856876401408,0.1263060788948597,0.1317213211122272,0.0054152422173675,0.1262239029831207,0.1328230813091251,0.0065991783260044,112
2,3,Master P,Ashly DelGrosso,Singer/Rapper,Eliminated Week 4,7,True,False,14.0,0.076923077,8.0,3,16.0,-1.7100814376608464,0.0,0.1303185855079934,0.1165955344874165,0.0444180773222512,R1_Rank,1.0,2.0,,False,0.1318034027896466,0.0039437623369495,0.0299215517466087,0.1225022179282519,0.1387914663188492,0.0162892483905972,0.119528846335763,0.1393678256679555,0.0198389793321924,112
2,3,Stacy Keibler,Tony Dovolani,Athlete,3rd Place,3,True,False,27.0,0.148351648,1.5,3,20.33333333,-1.4830239872940667,0.0,0.1266082146508245,0.0864699317482322,0.0155333613400045,R1_Rank,7.0,7.0,2.0,True,0.1260461862782436,0.0015077220848169,0.0119616636515182,0.1224376460722586,0.1283848592439558,0.0059472131716971,0.1220516166366235,0.12908736406086,0.0070357474242365,112
2,3,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Eliminated Week 5,6,True,False,26.0,0.142857143,3.0,3,17.33333333,-1.6345738853747336,0.0,0.1272343098790546,0.0935679438907675,0.0204663133661215,R1_Rank,6.0,6.0,,False,0.129150478774141,0.0028089060548931,0.0217490951760649,0.1257585447314641,0.1362309433306449,0.0104723985991808,0.1257152580649305,0.1370642544449268,0.0113489963799962,112
2,4,Drew Lachey,Cheryl Burke,Singer/Rapper,1st Place,1,True,False,28.0,0.17721519,1.0,3,0.0,-4.348125075351074,0.0,0.1469651318656212,0.0831078366703678,0.0316127181749907,R1_Rank,4.0,7.0,1.0,True,0.1443555148182989,0.0014755283131456,0.0102214890439265,0.1418561116098252,0.146993711660972,0.0051376000511467,0.1413111614813839,0.1475243832119084,0.0062132217305244,112
2,4,George Hamilton,Edyta Sliwinska,Actor/Actress,Eliminated Week 6,5,True,False,21.0,0.132911392,6.0,3,0.0,-4.348125075351074,0.0,0.1494961023016164,0.1160044273466451,0.048687678655026,R1_Rank,1.0,2.0,,False,0.1495660124604781,0.0026540229869494,0.0177448268044904,0.1461704593254036,0.1551878431658985,0.0090173838404949,0.1460920374754856,0.1557456890992414,0.0096536516237558,112
2,4,Jerry Rice,Anna Trebunskaya,Athlete,2nd Place,2,True,False,24.0,0.151898734,5.0,3,16.66666667,-1.47644545757398,0.0,0.1477229100439818,0.1136779272771553,0.0367556472446674,R1_Rank,2.0,3.0,,False,0.1480612142672712,0.0016943214843524,0.0114433850400143,0.1447317831553274,0.1510962111668818,0.0063644280115544,0.1441131390453895,0.1524553743418511,0.0083422352964616,112
2,4,Lisa Rinna,Louis van Amstel,Actor/Actress,Eliminated Week 7,4,True,False,26.0,0.164556962,2.5,3,12.66666667,-1.733165304238453,0.0,0.1464760417105867,0.0962655144186805,0.0282792349969089,R1_Rank,5.0,6.0,,False,0.1455188516248772,0.0015295354382282,0.0105109092131319,0.1433456787789122,0.1494771923829517,0.0061315136040395,0.1430866408533615,0.1505731981924602,0.0074865573390986,112
2,4,Master P,Ashly DelGrosso,Singer/Rapper,Eliminated Week 4,7,True,True,8.0,0.050632911,7.0,3,24.66666667,-1.1029319494676642,0.0,0.116258419855356,0.3859351288020822,-0.2027671715668517,R1_Rank,7.0,1.0,,False,0.1204953307322036,0.0038989120991637,0.0323573708248405,0.1127292088879285,0.1282619902108858,0.0155327813229572,0.1116015358344253,0.1284787296891992,0.0168771938547739,112
2,4,Stacy Keibler,Tony Dovolani,Athlete,3rd Place,3,True,False,26.0,0.164556962,2.5,3,16.33333333,-1.4954936529172436,0.0,0.1460963467727828,0.0976888094292288,0.0256836711917416,R1_Rank,6.0,5.0,2.0,True,0.1459832826963917,0.0013733951517656,0.0094078933313342,0.1432561413970416,0.1488354319147833,0.0055792905177416,0.1427007264502933,0.1497003665049218,0.0069996400546284,112
2,4,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,Eliminated Week 5,6,True,False,25.0,0.158227848,4.0,3,0.0,-4.348125075351074,0.0,0.1469850474500548,0.10732035605584,0.031748221303517,R1_Rank,3.0,4.0,,False,0.1460197934004791,0.0019891628044412,0.0136225559433964,0.1412087875688472,0.1482904873958683,0.0070816998270211,0.1395938156296115,0.1485673297607298,0.0089735141311183,112
2,5,Drew Lachey,Cheryl Burke,Singer/Rapper,1st Place,1,True,False,27.0,0.178807947,2.0,3,0.0,-3.9639827390985194,0.0,0.17395330744332,0.101961060109148,0.0476239807542674,R1_Rank,3.0,5.0,1.0,True,0.1717967731105953,0.0024883309440776,0.0144841541492502,0.1684865776402118,0.1778602992833704,0.0093737216431586,0.1682606651114854,0.1804722104638138,0.0122115453523283,112
2,5,George Hamilton,Edyta Sliwinska,Actor/Actress,Eliminated Week 6,5,True,False,24.0,0.158940397,4.0,3,2.666666667,-2.664699758707653,0.0,0.1751820913542832,0.121330789859861,0.0546630205585836,R1_Rank,1.0,3.0,,False,0.1723684585619667,0.0037285547665722,0.0216313053889254,0.1625029877295614,0.1761825720169842,0.0136795842874228,0.160337246026604,0.1763441428237798,0.0160068967971757,112
2,5,Jerry Rice,Anna Trebunskaya,Athlete,2nd Place,2,True,False,23.0,0.152317881,5.0,3,18.33333333,-1.0021520223868765,0.0,0.1747385494038861,0.1359502150056857,0.0521279189596602,R1_Rank,2.0,2.0,,False,0.1765765162717757,0.0023348095141971,0.0132226502339843,0.1731400263887432,0.181667583996922,0.0085275576081788,0.1728578170168432,0.181865117588148,0.0090073005713048,112
2,5,Lisa Rinna,Louis van Amstel,Actor/Actress,Eliminated Week 7,4,True,False,25.0,0.165562914,3.0,3,11.0,-1.4790760941382968,0.0,0.1730642113014598,0.1156031400642383,0.0424997548042744,R1_Rank,4.0,4.0,,False,0.1744011180179486,0.0036349112558338,0.020842247441669,0.1706383991831731,0.181306839936396,0.0106684407532228,0.1702545836208054,0.1846691389594955,0.0144145553386901,112
2,5,Stacy Keibler,Tony Dovolani,Athlete,3rd Place,3,True,False,30.0,0.198675497,1.0,3,14.66666667,-1.212447430774301,0.0,0.1707211006164729,0.1001940060224948,0.0288683000210576,R1_Rank,5.0,6.0,2.0,True,0.1706277675329822,0.0019407147319961,0.0113739677899786,0.1676504128702196,0.1756430698107024,0.0079926569404828,0.1672273771124445,0.1766001216323242,0.0093727445198797,112
