season,week,celebrity_name,pV_mean,pV_median,pV_std,pV_cv,pV_ci_2.5,pV_ci_97.5,pV_ci_95_width,pV_ci_1.5,pV_ci_98.5,pV_ci_97_width,n_bootstrap_samples,rule_type,pV_hat,elim_prob,eliminated_end_of_week
8,2,Melissa Rycroft,0.09880419040042146,0.09813164906684799,0.011922456710267633,0.12066752090118615,0.07767397591828124,0.12459642282584825,0.046922446907567014,0.07588494118052612,0.12723289681856984,0.051347955638043716,102,R2_Percent,0.16900161770054947,0.031320887665479503,False
8,2,Shawn Johnson,0.09164231797317662,0.09148817204411819,0.010952090967372978,0.11950910026717805,0.0716434104718293,0.11512684700857988,0.043483436536750575,0.07072278721775349,0.1167834870636442,0.046060699845890715,102,R2_Percent,0.1678014935857932,0.033275215341150646,False
8,2,Steve Wozniak,0.06251027248210694,0.06255154854110906,0.00604819169691177,0.09675516449945112,0.051934077304067565,0.07426704704851034,0.022332969744442772,0.051274167197280146,0.07650554905285589,0.025231381855575746,102,R2_Percent,0.017103824009916245,0.11333626795396129,False
8,2,Steve-O,0.07347791633504137,0.07322251360950452,0.0076324017910572245,0.10387341083891566,0.06047083774575546,0.08886054818437134,0.02838971043861588,0.06044208918385906,0.08962537799581795,0.02918328881195889,102,R2_Percent,0.0407071012942105,0.10410180235186682,False
8,2,Ty Murray,0.0944468254625476,0.09304649237162352,0.01064410019554289,0.11269939612489943,0.07680361770203491,0.11607253501674696,0.03926891731471205,0.07601771310866914,0.11746488032566552,0.04144716721699637,102,R2_Percent,0.1541108866155889,0.04060911915732293,False
8,3,Chuck Wicks,0.08936874243418108,0.08883951833058507,0.008747515295068948,0.09788115012932379,0.07313581343529005,0.10954320407597937,0.03640739064068932,0.07196243824061245,0.11037409380968086,0.038411655569068406,102,R2_Percent,0.07287916951592695,0.07348359317605505,False
8,3,David Alan Grier,0.062429558431043135,0.06257693864685712,0.00606386772590257,0.0971313569773274,0.05177149927540986,0.0731192056586075,0.021347706383197634,0.050969546051369996,0.07343655162501575,0.022467005573645754,102,R2_Percent,0.019569887632080417,0.10340958764525195,False
8,3,Denise Richards,0.05414757379667592,0.053948354439429136,0.005211902520388829,0.09625366669168813,0.04517414446896831,0.0658583741518507,0.020684229682882388,0.04357834870408762,0.06877220406028983,0.025193855356202215,102,R2_Percent,0.013303752554514423,0.13428928639140342,True
8,3,Gilles Marini,0.10706647537014465,0.10645230007564599,0.01147594201137177,0.10718520406782553,0.08697973905379673,0.1298795243224344,0.04289978526863768,0.08472309911588446,0.13286830026643262,0.048145201150548156,102,R2_Percent,0.16689373209051833,0.03438260715306391,False
8,3,Holly Madison,0.06458290647203964,0.06398193716530434,0.005782105336782876,0.08952996470182348,0.05524628314001562,0.0763568744238508,0.02111059128383519,0.053743712813769794,0.07725654421818462,0.023512831404414826,102,R2_Percent,0.017706910087463255,0.12675877402635374,False
8,3,Lawrence Taylor,0.07833458920229273,0.07824774875903731,0.008083773302761442,0.10319545152506962,0.06334280732461178,0.09450497168436489,0.03116216435975311,0.06246106159939857,0.09659616979715391,0.03413510819775534,102,R2_Percent,0.05358368298414428,0.0911317466733353,False
8,3,Lil' Kim,0.09202658818061599,0.09055745364921197,0.009275125304624165,0.10078745162670097,0.0784458156186436,0.11182177129272591,0.03337595567408232,0.07689939450402522,0.11250822040657472,0.035608825902549504,102,R2_Percent,0.09623992483288936,0.0592005351871586,False
8,3,Melissa Rycroft,0.11253133239801012,0.11211784099366902,0.013913641591256392,0.12364237848038157,0.08819368170970883,0.14250846528017397,0.05431478357046514,0.08599866752253484,0.1454851476379317,0.05948648011539685,102,R2_Percent,0.17360014404781332,0.03282351763965128,False
8,3,Shawn Johnson,0.10641272435068665,0.10574727607067369,0.012883953148126024,0.1210753058597253,0.08256945758925495,0.13353511123507622,0.05096565364582127,0.08118422418728924,0.13614028293056427,0.05495605874327503,102,R2_Percent,0.17240750352109685,0.03309551696860273,False
8,3,Steve Wozniak,0.057828691080280964,0.05737838811905917,0.005294855993200907,0.09156105549493239,0.04861892089282982,0.06829283601792856,0.019673915125098737,0.04805845351870117,0.06994914053481183,0.021890687016110653,102,R2_Percent,0.015497429872256217,0.15575304351821614,False
8,3,Steve-O,0.07832120729624545,0.07819267570997623,0.00796743031806435,0.10172762388516311,0.06533831746180187,0.09376008816992569,0.028421770708123822,0.06501787744324646,0.09519526604359316,0.030177388600346702,102,R2_Percent,0.039485285784634186,0.11513133257144495,False
8,3,Ty Murray,0.09694961098778364,0.0972667840504193,0.011428439660025151,0.11788020130854593,0.07587741061568748,0.12096667554205318,0.045089264926365696,0.07469589999156459,0.1230573846030046,0.048361484611440006,102,R2_Percent,0.15883257707666232,0.04054045904946301,False
8,4,Chuck Wicks,0.09763803055571595,0.09726567938603217,0.009946984394551609,0.10187612693473456,0.07918652360700913,0.12036819611024062,0.04118167250323149,0.07769713702457727,0.12164164767647541,0.04394451065189814,102,R2_Percent,0.07321545166433173,0.0867790108111143,False
8,4,David Alan Grier,0.05643588499189174,0.0560801199254872,0.005055432310858475,0.08957832966710452,0.047252654080555116,0.06519585351165322,0.0179431994310981,0.04649952338552527,0.06531536706880339,0.01881584368327812,102,R2_Percent,0.017489889371438673,0.12760791607667674,False
8,4,Gilles Marini,0.11914734877806736,0.1189706973829731,0.012538370142819453,0.10523415142181926,0.09712207423844335,0.14443700267063722,0.04731492843219387,0.09561277632018851,0.14738278269868232,0.05177000637849381,102,R2_Percent,0.17139656647145016,0.03499642558806864,False
8,4,Holly Madison,0.05818279524695929,0.057409596950025565,0.0054213217757182255,0.09317740326340802,0.04957014348803558,0.06961751541375068,0.020047371925715096,0.048195275194081504,0.0705220461269866,0.022326770932905103,102,R2_Percent,0.015886864104625018,0.15318013372290146,True
8,4,Lawrence Taylor,0.08665796281486861,0.08582929717233465,0.008990888901230043,0.10375144544348097,0.0708409156284647,0.10464376331267675,0.033802847684212045,0.06984035235672953,0.10474509347180704,0.034904741115077506,102,R2_Percent,0.05259301492539805,0.10905402272278333,False
8,4,Lil' Kim,0.10337335848013841,0.10150640481076409,0.010392137456107634,0.10053013280113485,0.08786977106371238,0.1254999282188653,0.037630157155152916,0.08612832075021619,0.1259682826509689,0.039839961900752716,102,R2_Percent,0.09913674554279787,0.0628677723753612,False
8,4,Melissa Rycroft,0.12761918818889137,0.12770019446479913,0.015280292781147444,0.11973350558013908,0.10092117585709884,0.16049612124840326,0.059574945391304424,0.09940502919428158,0.16406763479311998,0.0646626055988384,102,R2_Percent,0.18056819675205146,0.033797113219702066,False
8,4,Shawn Johnson,0.11617296938335073,0.11738340390737408,0.01457182273858813,0.12543212776548418,0.08827983064304422,0.1452144651791629,0.056934634536118675,0.08564291228103402,0.1468084157229838,0.06116550344194979,102,R2_Percent,0.17680972333806236,0.038890722464398474,False
8,4,Steve Wozniak,0.054708302403256075,0.05421901482394548,0.005060094468223704,0.09249225887006397,0.04570500041057355,0.06480222803468341,0.019097227624109862,0.04471226334040826,0.06572682850445055,0.021014565164042293,102,R2_Percent,0.013827059852243695,0.17420640278567986,True
8,4,Steve-O,0.0838869924548831,0.08347679010697392,0.009177658481788895,0.10940502470302427,0.06951814844831375,0.10279582656976585,0.0332776781214521,0.0681763409917517,0.10507951890619112,0.03690317791443942,102,R2_Percent,0.038004109325441494,0.13525552724581436,False
8,4,Ty Murray,0.0961771667019774,0.0962495469800366,0.011587793171589776,0.1204838275959686,0.07449413336578516,0.11877862353814324,0.04428449017235808,0.07213550506054207,0.12441687958937,0.05228137452882793,102,R2_Percent,0.16107237865215948,0.04336495298749941,False
8,5,Chuck Wicks,0.1049427409782779,0.10428435210916134,0.009925832878945079,0.09458332026032774,0.0864343806041739,0.12685047215144363,0.04041609154726973,0.08451371279002227,0.12837974980226285,0.04386603701224058,102,R2_Percent,0.06862193556345364,0.1295078901363405,False
8,5,David Alan Grier,0.05744914686447172,0.056913894477177526,0.005214726127594965,0.09077116740997086,0.049043176945193195,0.06698176846453435,0.017938591519341157,0.04790857065105386,0.06721522510758246,0.0193066544565286,102,R2_Percent,0.015151014362492688,0.1937732482790712,True
8,5,Gilles Marini,0.14492538922634676,0.14471812306048898,0.014663508648103613,0.10117970858233759,0.11972728000266682,0.17422338149748035,0.05449610149481353,0.1176542648157063,0.1759636381150248,0.0583093732993185,102,R2_Percent,0.18308593780245572,0.0481343638334666,False
8,5,Lawrence Taylor,0.08435532469971538,0.08396147794446382,0.007997842625955097,0.09481135487801734,0.06890803406891848,0.10118649076221939,0.032278456693300914,0.06819840067266704,0.10197098451646237,0.033772583843795334,102,R2_Percent,0.045861068668051494,0.16735021071598458,False
8,5,Lil' Kim,0.11255362013625005,0.11064714725521586,0.011043888841557848,0.0981211339820864,0.09525002906858338,0.13725551589996035,0.042005486831376976,0.09389895886155517,0.13748381629135215,0.04358485742979698,102,R2_Percent,0.09713615149025487,0.09631115623068934,False
8,5,Melissa Rycroft,0.148839725080352,0.14903838707055048,0.017033956900131146,0.11444496347285822,0.11767499457735663,0.1837953600309579,0.06612036545360127,0.11454041683304997,0.18695416969966122,0.07241375286661125,102,R2_Percent,0.1917995682992318,0.051702349887892844,False
8,5,Shawn Johnson,0.15023199929511666,0.14999823927341088,0.017751180086906754,0.11815844939955986,0.11436733382864539,0.1852046011249362,0.0708372672962908,0.11204874244568078,0.18839914256473722,0.07635040011905644,102,R2_Percent,0.19141357019897262,0.050160295329080305,False
8,5,Steve-O,0.07404858176400571,0.0734276596620507,0.007585799777765462,0.10244355255771888,0.06344790437444921,0.0904388669037542,0.026990962529304996,0.06266509472731033,0.09152944893987408,0.028864354212563753,102,R2_Percent,0.03196975473121978,0.19678496054973474,False
8,5,Ty Murray,0.12265347195546379,0.12428316320843089,0.01351030933993096,0.11015023973260728,0.09698248641372112,0.150936909505183,0.05395442309146187,0.09396416317183631,0.15365714970602679,0.05969298653419047,102,R2_Percent,0.17496099888386737,0.06627552503773995,False
8,6,Chuck Wicks,0.09641571906333972,0.09606004612144842,0.007592687843861611,0.07874948107656222,0.08200195394043536,0.11335370719035877,0.03135175324992341,0.08059479663473915,0.11503194422495157,0.03443714759021242,102,R2_Percent,0.0591820973906194,0.16607777642700447,False
8,6,Gilles Marini,0.16923562439523712,0.1687856806365935,0.016428897321836066,0.0970770627079533,0.14137734877850422,0.20034840723736352,0.058971058458859305,0.13788891718506915,0.20189573242332698,0.06400681523825782,102,R2_Percent,0.19750185694894443,0.057038989249759274,False
8,6,Lawrence Taylor,0.07377776631430318,0.07321420119365513,0.007017115731534896,0.0951115231876368,0.060680675667484675,0.08936892964117342,0.028688253973688745,0.059636744229932356,0.09019729624868848,0.030560552018756126,102,R2_Percent,0.037347726993495776,0.20048571443543092,False
8,6,Lil' Kim,0.11310127514502144,0.11142428416465804,0.010227648856540261,0.09042912065691655,0.09670645244891038,0.13590595474658132,0.03919950229767094,0.09559224110529085,0.13604400029199057,0.040451759186699715,102,R2_Percent,0.09035324020013047,0.11113599567895255,False
8,6,Melissa Rycroft,0.16890287812420332,0.16944493091374502,0.01840505317263254,0.10896826257216483,0.13465222999781912,0.20543747665443063,0.07078524665661151,0.13197863908442858,0.20862040986901537,0.07664177078458678,102,R2_Percent,0.2042958631133626,0.05243222136502319,False
8,6,Shawn Johnson,0.17316342034284574,0.1724929888624711,0.01947490154236637,0.11246544740112012,0.1349627597408764,0.21163667223360655,0.07667391249273015,0.1311051885757554,0.21567426706656406,0.08456907849080866,102,R2_Percent,0.20394206543204957,0.05455293430819386,False
8,6,Steve-O,0.06513347748355658,0.06506335268326952,0.006655401534871841,0.10218096425992372,0.05342054813687465,0.07930840261084117,0.02588785447396652,0.052797080346668274,0.08097782291837487,0.028180742571706593,102,R2_Percent,0.02499143844339747,0.27299560458585465,True
8,6,Ty Murray,0.14026983913149285,0.14121201264504696,0.01596368202522263,0.11380694612658555,0.11058585043197706,0.1749587945383333,0.06437294410635623,0.10733075714729069,0.17605210167352317,0.06872134452623248,102,R2_Percent,0.18238571147800028,0.08528076394978103,False
8,7,Chuck Wicks,0.09004651232931447,0.08922927552475385,0.007243474456103029,0.08044147706257058,0.0766937761684224,0.10520915591699491,0.028515379748572503,0.0754603968405542,0.10576288870803426,0.03030249186748006,102,R2_Percent,0.04942994497017891,0.21628946633907262,False
8,7,Gilles Marini,0.20516123408462542,0.20564374243529218,0.019058018805862643,0.09289288442280252,0.17186948096511093,0.23893254919821733,0.0670630682331064,0.17073088462048425,0.24029234128451568,0.06956145666403143,102,R2_Percent,0.21936322852787066,0.06673638171303266,False
8,7,Lawrence Taylor,0.07144617730733265,0.07104350655077053,0.007170962774724717,0.10036873972806308,0.058749365084347936,0.08700217299057576,0.028252807906227827,0.056438205746060226,0.08821877195735374,0.031780566211293514,102,R2_Percent,0.029472803222857908,0.3119462277292342,True
8,7,Lil' Kim,0.10762663448407223,0.10618245419777284,0.00891440741757934,0.08282715017813358,0.09330008128324313,0.12745329616283013,0.034153214879587,0.0921627017883133,0.12859573315367254,0.036433031365359234,102,R2_Percent,0.08126501402241157,0.1802512888299144,False
8,7,Melissa Rycroft,0.19111505293276593,0.19235586426731122,0.019607656847485996,0.10259608830699457,0.15442939469405764,0.22559455891703026,0.07116516422297262,0.1513443520423888,0.23046135580684934,0.07911700376446054,102,R2_Percent,0.222499784440548,0.0605220179300051,False
8,7,Shawn Johnson,0.20177910766615292,0.20140052425679064,0.021301843910616503,0.10557011653486335,0.1583701496440785,0.24294916034711816,0.08457901070303966,0.15567611822571606,0.24813355626817044,0.09245743804245438,102,R2_Percent,0.22265610489173673,0.06279938245764595,False
8,7,Ty Murray,0.13282528119573647,0.13405340884748168,0.015624460356397156,0.11763167535382325,0.10538148922349529,0.165412598202898,0.06003110897940271,0.10075399172411022,0.16627609255839415,0.06552210083428393,102,R2_Percent,0.1753131199243961,0.10145523500109517,False
8,8,Chuck Wicks,0.08945865537580636,0.0885379886868063,0.0075598532980156955,0.08450667256575176,0.07703509674507003,0.1050587832216144,0.028023686476544366,0.07629279156749591,0.10546125053286308,0.02916845896536717,102,R2_Percent,0.03814450382980449,0.3497534250422096,True
8,8,Gilles Marini,0.22102441218409266,0.21959287599552152,0.019678962629804213,0.0890352447285935,0.18943222414714472,0.2563567427882524,0.06692451864110766,0.1887523636257755,0.25926771653956154,0.07051535291378605,102,R2_Percent,0.23447246642734224,0.08227014423994614,False
8,8,Lil' Kim,0.10101089586374926,0.09946823565814364,0.008383878637610767,0.08299974538310742,0.087857632429078,0.11968316349513847,0.03182553106606047,0.0871825372291478,0.12053889459724916,0.03335635736810136,102,R2_Percent,0.06774129857288416,0.25507055630982417,False
8,8,Melissa Rycroft,0.21966658797106373,0.22033451978241753,0.02131308874886692,0.09702471798612566,0.18041225361674984,0.2568084571906129,0.07639620357386306,0.17718618323539212,0.26227787059106134,0.08509168735566922,102,R2_Percent,0.2471645292441379,0.09199993229310126,False
8,8,Shawn Johnson,0.22921599607145243,0.22855837451927352,0.022748764590385846,0.09924597314445052,0.18163230192424012,0.27662379374694057,0.09499149182270045,0.1779110227871215,0.278939331288948,0.10102830850182648,102,R2_Percent,0.24338721920541287,0.08266996451048834,False
8,8,Ty Murray,0.1396234525338356,0.13889891252548853,0.014684440117494571,0.10517173047225732,0.11177416879571715,0.1705666293506325,0.05879246055491534,0.10935223959308682,0.1727801058011413,0.06342786620805449,102,R2_Percent,0.16908998272041822,0.13823597760443054,False
8,9,Gilles Marini,0.2628146265690245,0.26192783813701603,0.022560549079406883,0.08584206051972408,0.22748882034540877,0.3028535591974316,0.07536473885202286,0.22543104064850322,0.30488968257696203,0.0794586419284588,102,R2_Percent,0.2621697857182898,0.09454319181342873,False
8,9,Lil' Kim,0.10531313238781753,0.10501355675206778,0.008865618107978158,0.08418340530723517,0.09191859135723825,0.12399590944756873,0.03207731809033049,0.0915274559402839,0.12456610814990517,0.033038652209621266,102,R2_Percent,0.05153568782685206,0.45043823554928136,True
8,9,Melissa Rycroft,0.25018728290708186,0.25056395725513547,0.023409513610129815,0.09356795972249307,0.20666960714166452,0.29102457127649034,0.08435496413482582,0.20208239093860378,0.29562561018047245,0.09354321924186867,102,R2_Percent,0.2713853244661866,0.08643330436764965,False
8,9,Shawn Johnson,0.2699514508860243,0.26906363918991394,0.024776437428540136,0.09178108636652947,0.2202888095286906,0.32256837886401746,0.10227956933532686,0.21928112909006922,0.3274950099630139,0.10821388087294467,102,R2_Percent,0.2724773002062565,0.08803487910583199,False
8,9,Ty Murray,0.11173350725005178,0.11220503906179649,0.011683959393562792,0.10456987953859631,0.09087782432603904,0.13497967650009268,0.04410185217405364,0.08761125327777541,0.13530067754542302,0.04768942426764761,102,R2_Percent,0.14243190178241508,0.28055038916380826,False
8,10,Gilles Marini,0.2999019169835333,0.29753002762644687,0.025211406946978404,0.08406550781855351,0.2587740263567878,0.34339832470595466,0.08462429834916685,0.25707994442189125,0.34805922751448753,0.09097928309259629,102,R2_Percent,0.2905621215173135,0.11641402791736316,False
8,10,Melissa Rycroft,0.28503197083821485,0.28604705868041036,0.026458756022177583,0.0928273272095349,0.23314603389500646,0.3320279364279538,0.09888190253294735,0.2295973598973406,0.3374484830686446,0.10785112317130402,102,R2_Percent,0.3063096815265133,0.12226218988903818,False
8,10,Shawn Johnson,0.2975850376295629,0.295820702621224,0.026971796673856203,0.09063559407657783,0.2500470016003158,0.35725475599392886,0.10720775439361308,0.24543148276517354,0.3585595010699532,0.11312801830477967,102,R2_Percent,0.3043574167973926,0.12007066280980161,False
8,10,Ty Murray,0.11748107454868885,0.11776076826761794,0.011264909837974232,0.09588701738768658,0.0973489333201318,0.139925949436832,0.042577016116700214,0.09394933848103172,0.14382430624025,0.04987496775921828,102,R2_Percent,0.09877078015878056,0.641253119383797,True
8,11,Gilles Marini,0.32744347158527964,0.32580731468940693,0.028002695133501183,0.08551917373074924,0.2837251357148132,0.3776553144065151,0.0939301786917019,0.27517773125035794,0.38311972240548103,0.1079419911551231,102,R2_Percent,0.3179240522734781,0.37416342100054795,False
8,11,Melissa Rycroft,0.33409543068820574,0.3355474496606735,0.03017140372174587,0.09030774129294604,0.2746967587542489,0.3923834794427277,0.1176867206884788,0.27122820062678515,0.3951971061828364,0.12396890555605122,102,R2_Percent,0.3432813300859156,0.3266114856305365,False
8,11,Shawn Johnson,0.3384610977265146,0.3395432518284256,0.029710508789925764,0.0877811630036508,0.2856271338384384,0.40061377874885107,0.11498664491041266,0.2816773461794589,0.4079848882141387,0.1263075420346798,102,R2_Percent,0.3387946176406062,0.29922509336891556,False
2,1,Drew Lachey,0.10155259897079447,0.10119446555296109,0.003128273003533412,0.030804460301730657,0.09357977952825604,0.1091405407732327,0.015560761244976656,0.09280314545764405,0.1101053374239956,0.01730219196635155,112,R1_Rank,0.1013569920150414,0.06600177197753121,False
2,1,George Hamilton,0.10481535258831723,0.10448039549781732,0.0027465243333056597,0.026203454603574827,0.10000353542483749,0.11168894642497237,0.011685411000134885,0.09985633040723761,0.11244305037508795,0.012586719967850338,112,R1_Rank,0.10330535038402185,0.08783144155811579,False
2,1,Giselle Fernandez,0.10053039711676838,0.10321584487356203,0.006685096388086606,0.0664982590322578,0.08374879428610735,0.1072387700766574,0.023489975790550052,0.08294623687074669,0.10738020664216931,0.02443396977142262,112,R1_Rank,0.10170209211281711,0.07043561757541163,False
2,1,Jerry Rice,0.10362555455074841,0.10284733728259754,0.0034382150187376235,0.03317921948541979,0.0980974508328378,0.1112171507966907,0.013119699963852899,0.09584047981428324,0.11437675295988986,0.018536273145606616,112,R1_Rank,0.10220099286959003,0.07887595290077906,False
2,1,Kenny Mayne,0.07679764617309738,0.07697948551194347,0.0025723890642032955,0.03349567587534235,0.07051014756402141,0.0813034272915337,0.01079327972751229,0.06948861115676029,0.08140610685028846,0.011917495693528166,112,R1_Rank,0.07831464691934248,0.2895543967703663,True
2,1,Lisa Rinna,0.1058104277849683,0.10511848704628562,0.0030162239164404163,0.028505923088885846,0.10170460731579273,0.11349468656939066,0.01179007925359793,0.10015008805391007,0.11468752713997481,0.014537439086064738,112,R1_Rank,0.1029071405256179,0.0848646335570048,False
2,1,Master P,0.10891401340750315,0.10851037785062176,0.005493721144088772,0.050440902618600104,0.09455315375798344,0.12034299543965316,0.025789841681669715,0.09413764545657229,0.122976282072501,0.02883863661592871,112,R1_Rank,0.10414763439525958,0.09392834244588315,False
2,1,Stacy Keibler,0.10390854781798935,0.10292472857760492,0.0031228628836409253,0.030053955610187772,0.10023285995238432,0.11219432736816769,0.01196146741578337,0.10001453366277256,0.11316857943022818,0.013154045767455616,112,R1_Rank,0.10187049574472147,0.07596342886625117,False
2,1,Tatum O'Neal,0.08994525472181561,0.09130109501011116,0.0077913588940410165,0.0866233457022083,0.07173807612405642,0.10054612881739222,0.028808052693335806,0.07019994251542026,0.1010106983528175,0.03081075583739723,112,R1_Rank,0.10171921811890494,0.07036442074428188,False
2,1,Tia Carrere,0.10410020686799773,0.10334507634360182,0.0031871094666125095,0.030615784180466257,0.09913192657307307,0.11115356332592682,0.012021636752853754,0.09802955450601895,0.1124235537548745,0.014393999248855552,112,R1_Rank,0.1024754369146831,0.08217999360437496,False
2,2,Drew Lachey,0.1121674070259189,0.11213257825809506,0.0016691584322949232,0.014880957637803154,0.10944251052007994,0.11525968062356086,0.005817170103480915,0.10920351095917849,0.11594757418708114,0.00674406322790265,112,R1_Rank,0.11354163117755485,0.07450970308468152,False
2,2,George Hamilton,0.11720273491872384,0.1165108422173591,0.003190311661110407,0.027220454056151342,0.11264265206839637,0.1255875891343623,0.01294493706596593,0.11212988255676723,0.12582651540172754,0.01369663284496031,112,R1_Rank,0.11454143699247572,0.08885075148142747,False
2,2,Giselle Fernandez,0.10584378628972647,0.10647621240077966,0.006286809216806047,0.059397055199793665,0.0923172302525542,0.11457591522309402,0.022258684970539816,0.09082828574261209,0.11502018867768529,0.0241919029350732,112,R1_Rank,0.1137423669527012,0.0786681821791959,False
