rho,omega,kappa_pct,kappa_rank,kappa_b2,gamma,bias_b2,beta_0,beta_1,beta_2,bootstrap_iter
0.5666485783496286,0.4358185356738409,1.5326829641001862,1.7529951531268362,1.747428235124436,0.47733842491902256,0.14102025686076733,0.02771005535932355,-0.04663771911631283,0.0,12
0.5631706859597377,0.4243913000898613,1.5330429394193423,1.7449254031543084,1.7532626876753863,0.4774743508680221,-0.2068183824016888,0.022095516492672402,-0.03711151683211582,0.0,13
0.5607245018806319,0.4399103493944599,1.5313712488245714,1.7450281404326433,1.74966262701626,0.4707737365222429,0.0457090262435283,0.028842105519612055,-0.05877260730027235,-7.115581649354784e-05,14
0.5649471198285843,0.4122269614509111,1.5316494443117266,1.7494897774700142,1.750842631810799,0.4772565569918432,0.09522772943253342,0.035057389813535636,-0.054656473468280765,0.0,15
0.5667067524166799,0.42618518752450285,1.5331614827866544,1.751955856490811,1.7557909792537094,0.47992482697905764,-0.24788804881930887,-0.0006487842877077695,-0.020099480516017794,0.0,16
0.5652792266958117,0.40590547046908687,1.5332015592922774,1.751282008448796,1.7485562555153855,0.4780337313676024,0.11133756861671867,0.022746638915650985,-0.050069351608292116,-0.00030223269646542764,17
0.5677615877633049,0.44186538656542057,1.5341992730372003,1.7647925468916361,1.7545229384621297,0.47436176263538105,-0.17422223905385845,0.025256126553173337,-0.08116593538652922,0.00013722155908964655,18
0.5656489167690395,0.4253715437430375,1.528023610125012,1.7466868653894463,1.7425385534225977,0.4701195169819304,-0.2132022472533235,0.054770114515364766,-0.04698651001900309,-1.1712045720843356e-05,19
0.5678813980969297,0.4153954873797307,1.533002796310376,1.74690443468557,1.7444473742059812,0.4799069841700332,-0.2189859540514126,0.021191398809852772,-0.03366055176764885,-2.9026825912263144e-05,20
0.5654475616061159,0.43352590591266094,1.5318472792785651,1.7436874019125408,1.7538579680562214,0.47167122055459465,-0.14007174322568702,0.008499168686846598,-0.028868274349692045,0.0,21
0.5578887447713831,0.41308901223145444,1.529510301610753,1.7516378266427408,1.7484007561233181,0.46949559764823645,-0.37083568098935515,0.03225420943441931,-0.056535880871148976,0.0,22
0.565040696510312,0.4244919779596829,1.5319943777621439,1.7482575037911767,1.752615045626448,0.4763045384397768,-0.09168778017502272,0.030164039566963282,-0.04381101110432576,0.00015067043572287013,23
0.5655691181269344,0.4251695113474898,1.5326501091102587,1.7524875695087976,1.7517403089929608,0.4754829165314028,-0.17446345520050854,0.03919087482564806,-0.0722948147752244,3.201765227721869e-05,24
0.5657810160260763,0.4162932694129547,1.5328508631018216,1.749404378637407,1.7483730288945916,0.47448659170662577,-0.14073086737480867,0.007206918212427726,-0.03747893736790186,-0.00011843305332670054,25
0.5648918309752642,0.45033164228499384,1.5324793975780624,1.738868589278792,1.7429949909512614,0.4659602649653772,0.0075261869478355226,0.00810807678586971,-0.027044240464404293,0.00013679221524343852,26
0.5642947215809809,0.42056775051429124,1.5337207261609351,1.7502717038999849,1.7536914128998016,0.4747340857722829,-0.4334298431516382,0.005881915437874675,-0.042591312680297436,0.0,27
0.5651720662684339,0.4245015125112181,1.5337335598431274,1.7447043109927594,1.751308943843825,0.477676789383315,0.3156340929629114,0.02038324539630398,-0.03550559453087729,-0.0003749678006494791,28
0.5647881167924242,0.4129426025275304,1.5292196871552939,1.747960419284462,1.7448466163289036,0.4648803172603273,-0.2165823020348018,0.023422152680872547,-0.04630496817909707,4.519684099477364e-05,29
0.5659568621822629,0.40674236105442296,1.5295263251627833,1.7207907412749481,1.7389930130295066,0.4663059630592913,-0.21441920946209672,0.02276597869573729,-0.06401409404418598,8.656085909321302e-05,30
0.561276730649558,0.42125326696966287,1.5295851571553936,1.3132616875182228,1.747452086711504,0.4710261129060721,-0.18543952203254685,0.03328106131919603,-0.06880532179689429,-0.00010243731305427595,31
0.5689433510187709,0.43740064382145766,1.5314260971091254,1.745144469096541,1.7388558800281386,0.47269971525884985,0.22178722992119113,0.016904098310353145,-0.03912948929057054,6.686579015116252e-05,32
0.5637821141240121,0.4216331495843474,1.5322626127386798,1.7387152824273595,1.748120203345757,0.4721628262793701,-0.12353521657919687,0.009246808189162717,-0.017612922422941803,0.00010831740588907265,33
0.5661340541767031,0.41799499524125755,1.5292439578981247,1.7335322423460526,1.7415337170214962,0.4697095201503856,0.030487967320184904,0.02602022326458315,-0.02460159828827019,-0.00022927524086558234,34
0.5642658090116467,0.4241666852192804,1.5334396198116584,1.7487672442404814,1.7518903358631015,0.47626979947094156,0.12305556142857749,0.050683725150906335,-0.06582234450911191,0.0,35
0.5615565010823697,0.42944956344442825,1.5346133605593364,1.7479639761753882,1.7463453705374323,0.4675169315271822,-0.10996804928141432,0.013239817603201883,-0.04434536073044532,0.0,36
0.5638669161510971,0.4305060848546459,1.5317213001224033,1.3132616875182228,1.7505812739363253,0.4763517970366077,-0.38274525227408146,0.030810077655202613,-0.08620241772174679,0.00017171779544124856,37
0.5610506804652747,0.42219120949732625,1.5305584693787961,1.7143849812511507,1.7466341388248168,0.47166364308578795,-0.11688376507652201,0.02435004944313118,-0.06074087604922969,0.00019029815966081152,38
0.5633746991754669,0.4229446126167203,1.5319555881666578,1.742696766323936,1.7483049696376871,0.47246255075170634,-0.10684594246084207,0.00639478609123168,-0.031176196991054946,0.00010294540634139566,39
0.565488885423871,0.4058299026673083,1.5306123801173275,1.7458797419461833,1.7471274907752707,0.47965616766376656,-0.058325920849442166,0.04818596437240255,-0.046731562529508344,0.0,40
0.5642572820803483,0.41928233941868315,1.5330327662319527,1.3132616875182228,1.7480198562755718,0.4707836749574255,-0.11838291152691709,0.016950057036567285,-0.049809604875497626,0.0,41
0.5665574399642928,0.45110514482974284,1.5325001306240342,1.7497037178511716,1.7552924183527634,0.47770853637878324,0.0006249868537036374,0.015761455764533076,-0.04621147780521814,2.0048214496222862e-05,42
0.5634211558632455,0.4242205126191162,1.530812792601342,1.7478120592965145,1.7478338555381343,0.4663582125405263,-0.19943372173194732,0.007734396838745181,-0.034088947157615,0.00013190745173486296,43
0.5649912658764926,0.4217133962654139,1.53234222712963,1.7409894327758677,1.746481385155346,0.47538026966381236,0.04261678771620634,0.024602381206952118,-0.035799806724823455,0.0,44
0.5614408989072063,0.42011240358326696,1.5330729182505711,1.7511889426956566,1.7556677166762586,0.4788451716530381,-0.4220798553076628,0.013791430054945875,-0.027297548272753384,0.0,45
0.5667882323414065,0.4326539954726966,1.5296296538750038,1.7382690951647752,1.7446632883773068,0.4687821906935487,0.055003957471473304,0.02219028094522991,-0.05128675576974011,-8.842613729737487e-05,46
0.5634087882410285,0.41827785986266214,1.5323601339731323,1.745420967423523,1.7504662718428747,0.47511824630348437,-0.35248164777244184,0.024687902563735136,-0.03440041062145528,-0.00011390258637073226,47
0.5636137252071309,0.39633502210411203,1.53299968572904,1.7484273433367952,1.7552729269320364,0.482005156301709,-0.46910126085469334,0.009105677943389982,-0.02522673816732497,-0.000156106092675595,48
0.5677395649121347,0.415426933141343,1.5321017462047701,1.741859274111975,1.74676182735844,0.4750819715790692,-0.18518912265380919,0.009483124093275548,-0.046299197315958954,7.44883377733055e-05,49
0.5653939996598092,0.44071105060912563,1.5322936324266738,1.7523093165435972,1.7517543463359304,0.4748397598020518,0.13258824437924627,0.023467938756588317,-0.045563446912959514,-0.00015773284630370016,50
0.5648619798402014,0.4336663542871417,1.5275265910666258,1.7450900350081289,1.7413854524092853,0.4646867252961821,0.013698832917638687,0.027663440088004768,-0.03653552467146933,0.0,51
0.5640739149928962,0.41944601813606586,1.532872167857031,1.3132616875182228,1.7546481259129596,0.4754033292795663,-0.16751882939324678,0.03003641460546267,-0.10172015452371522,0.0,52
0.5664503319620309,0.4283245241873296,1.532700323509342,1.7477039363750568,1.7465598631372687,0.4748371464607876,0.32058424815685344,0.04254237902272181,-0.08060303331986683,0.0,53
0.564784619127154,0.4151130442368232,1.5303819694654774,1.7363027855608384,1.7515459264600766,0.47413119079237753,-0.4271111229788541,0.013965828909798791,-0.03765157474889311,0.0,54
0.5636569716861464,0.43414110660734556,1.5296879844940954,1.7367150099849924,1.746851025921359,0.4702299107444404,0.06947576749878678,0.01441127285888849,-0.04286870496186165,-0.000171472506704176,55
0.5665519490258046,0.42980413781919674,1.5321303682843115,1.7457922284187848,1.7586769610799673,0.47928617137211393,-0.36344725440241393,0.026477743733706063,-0.05136016475649967,0.0,56
0.5642908406053124,0.4163595837511361,1.5330659732310545,1.7578067845567156,1.7474698983528556,0.47541907795711924,0.13989072581933681,0.021951194569786774,-0.05094105885020561,2.14257610300242e-05,57
0.5679040978840282,0.41815522189422416,1.5328018726298627,1.7563387239334527,1.74852504973897,0.4733431021836144,0.11347808183573195,0.0284221877914747,-0.06179214901201563,5.2007857163074235e-05,58
0.5658327697488491,0.4439085961555805,1.5262010986993102,1.7306877661264262,1.7272839819117831,0.4569019701443533,-0.008054858480139225,-0.009629155233021689,-0.07475913040346979,-5.988234986341532e-05,59
0.5646131273471647,0.4109932873427322,1.5325358096972963,1.7504158360907887,1.7514141343790217,0.4770773736679424,-0.24108253676288713,0.02754382638800669,-0.04168515377010466,0.00011143081511664727,60
0.5626350264235528,0.42656698080917166,1.5308391319297212,1.7512884513409757,1.7459821411605578,0.47233797294560415,0.06209577516486316,0.02051905655874986,-0.04407756379399526,-9.755198262863674e-05,61
0.5672559825099882,0.40377935381087876,1.5309829873717895,1.7520274966339784,1.7436246359940555,0.4732440485383505,-0.1312723312663561,0.03486488931054127,-0.09134859474289109,5.8052307256270454e-05,62
0.5646239910187073,0.40868775322679957,1.532671774367826,1.7634870579198973,1.7567017780950434,0.47816991866840536,-0.3818433144598533,0.010434392048577226,-0.040164578830751606,-5.489584756434505e-05,63
0.5657244638431334,0.4369289591967434,1.533382255206024,1.74703700353723,1.757680846027962,0.4764704981057174,-0.2622380284959905,0.01824351294529696,-0.04108865930262897,0.0,64
0.5626686597190538,0.42281850351226813,1.52932122841721,1.7505649703923294,1.7460757021947753,0.47024086040649543,-0.16757439096732324,0.014745651365765758,-0.05425232052002713,0.0,65
0.5634578382516104,0.42910955278301344,1.5328685051762108,1.7175319263203388,1.7492313707655203,0.4743289368862005,0.12935799488909788,0.021567046351129618,-0.06968417574162007,-0.00017530401458984278,66
0.565019592927947,0.4227891170932081,1.534830604172395,1.7523371201533082,1.7581245971084518,0.4775173518114387,-0.2365798035304837,0.017949390801028264,-0.04372585484440324,-0.00015973555408284177,67
0.5627858439496474,0.455613884190906,1.532576106293877,1.7456923629333312,1.748249087853337,0.47007096580106006,0.21870594882102654,0.012385662754891993,-0.03650837112277702,0.00015590604978542755,68
0.5630016324735391,0.43377414092960065,1.5317869711848349,1.7405111901529675,1.7465460860518842,0.4697935154688274,0.013722951388492234,0.01419627865588791,-0.04172459932220412,0.0,69
0.5665642333208055,0.42096418802019303,1.531676702045945,1.7459636317607479,1.745171547590587,0.47929253569768926,0.06913136807550994,0.01677423005587357,-0.040051690249769734,-8.680000425865767e-05,70
0.5649766163727283,0.4217474707260085,1.5330969620507524,1.744594847047772,1.7492007211223406,0.47316700061445943,-0.12882487516589355,-0.0016515041159867341,-0.017065978761498977,0.0,71
0.567100930680172,0.4121183287358388,1.5315703019034785,1.7462977189783506,1.744724947156148,0.47962281549678704,0.1020860789658528,0.03576150632973168,-0.030691482368264193,0.0,72
0.5648894507007981,0.4250885421410963,1.5323423950156856,1.7469450865027778,1.7473860986513727,0.4759703695484582,0.37004963619179954,0.04011833795672624,-0.07521159047278743,-9.662297469673699e-05,73
0.5661358202391845,0.4245849555153527,1.5311311253509257,1.7328212979817201,1.741059956387988,0.4655571864878617,0.21322172340744852,0.015672531758772392,-0.021130530650568444,-0.00021047119404582904,74
0.5659438951868568,0.437372665176169,1.5304345404815909,1.7362783213573518,1.7413490043274198,0.4673045454561293,0.05550814143629621,0.02841503384466656,-0.044659860384112744,-0.0002269890750843073,75
0.5651788975907369,0.4242999521130879,1.5281773137576575,1.3132616875182228,1.7499942492331295,0.4629655345804944,-0.36934647306779406,0.03884260857065423,-0.06893865572130316,0.0,76
0.5659320855116475,0.4164844762681184,1.5312196809974843,1.3132616875182228,1.7446373438058742,0.47438240703482476,0.0003432096168004351,0.03182222129487124,-0.07597705622831688,0.0,77
0.5664815958604226,0.4141451643937989,1.5312093303047056,1.746127829971026,1.7454673821530429,0.4771514458666663,-0.05923429335718877,0.016834907143413156,-0.030511982805761683,-5.95246414130672e-05,78
0.5635680663357673,0.437548420818317,1.5323525251158436,1.7462449259654151,1.7540401819656473,0.47469723223953203,-0.08410277129780509,0.03622808841471063,-0.04859741923773678,0.00013052310105407305,79
0.5616304643417978,0.4197844850604841,1.5320683917848885,1.7457536778861038,1.7516462614045143,0.4754433211982411,-0.12969719472122457,0.019453068714353722,-0.044422367592015774,0.0,80
0.5572660049862135,0.42692969923297874,1.5289298940002098,1.3132616875182228,1.7448335662050716,0.4691681601603831,-0.028201117036491967,0.023956332856310502,-0.0551067349684988,-8.610815890088035e-06,81
0.5663713916996789,0.4260959274373386,1.5315024115852067,1.3132616875182228,1.7402447300021064,0.4681261630079245,0.10979423478563965,0.030310750771153458,-0.07381018782574778,0.0,82
0.564844056625759,0.4163837425424946,1.531825202645328,1.7575174556714128,1.7565944082873495,0.479597110379252,-0.3981364154796302,0.03520091510308502,-0.07281176541023987,0.0,83
0.5664853651067528,0.4428452757842024,1.5314845246121733,1.7461562091759562,1.7528288854105705,0.4715070631040993,-0.4173299493552305,0.025885784382309682,-0.06542747395844267,0.00020772058048006885,84
0.5673230717337089,0.43522433382261067,1.531137924149609,1.7458946444523145,1.7435624348138907,0.47593511759251994,0.3656896560898538,0.02746400689418036,-0.02942629195087412,0.0,85
0.5652944296686142,0.42190401053935583,1.5303959679758987,1.766072817104932,1.747431848318606,0.47030925344161456,-0.35427044016243037,0.02407607057640373,-0.057406797966444975,-0.00024258632462291772,86
0.5657948044805016,0.4245926486619659,1.534251286229806,1.7525690324220566,1.7528910642012032,0.4775991422287135,-0.1528976314118253,0.006029524057592207,-0.03772451397113397,9.818448369016731e-05,87
0.5599909410454287,0.4333097678710599,1.5316944033473745,1.7461068037782055,1.7489460456154233,0.4710244438802078,-0.18792780643178392,0.012843675591378926,-0.03303402314424881,3.743645974653171e-09,88
0.5622589317854907,0.436685632750662,1.5321642974250735,1.3132616875182228,1.751307223413066,0.47017138479020565,-0.012969163611337351,0.029003783249937215,-0.05848885711495053,-0.00010757129202668754,89
0.5648572492149575,0.4206511986146976,1.5301958517826604,1.7361191495216797,1.7421783985304211,0.4717078897380966,-0.2932098577182813,-0.0016503612227289713,-0.02485053436867009,6.832041680065087e-05,90
0.5610177364006232,0.4247279196800836,1.5331530115988203,1.7424024663578825,1.7493514888388775,0.4780819356141723,0.3289743109589288,0.022787107362956405,-0.02791808681214907,0.0,91
0.5661634565225051,0.4291415418605838,1.5297455611660244,1.7524287313074534,1.7453876703644928,0.4702260439382733,-0.32244107961335494,0.04170281620611822,-0.07631194567901041,0.00015195690901301207,92
0.5645380709522247,0.4514605397210034,1.5345835534131482,1.7485033597852753,1.755380829599412,0.4717189207556253,-0.13365015143394327,0.0023068704332674843,-0.03556340405373564,-0.0002352076162061051,93
0.5658137609207866,0.40330297127330517,1.531826473021645,1.3132616875182228,1.7468134093692054,0.47347191138547756,-0.31237895651266545,0.049153807384299524,-0.08671513329170055,0.0,94
0.5636235370804464,0.42978701971086075,1.5338970139981507,1.747208598534469,1.7538096610115117,0.47664916929982876,-0.002755236875659539,0.01859076487101957,-0.027437094481676267,0.0,95
0.5671134596169981,0.42426943435176256,1.5336257564765572,1.738434167945094,1.7532364513879841,0.47567558006724797,-0.10076528216245899,-0.003304094900386066,-0.03055750520612851,0.0,96
0.5669885523438116,0.412864491311932,1.5319237425302712,1.7396964198153386,1.7499927221542662,0.4785939546353104,-0.3355441908293399,0.007135363107838378,-0.032352072233872306,-0.0002403178769665636,97
0.5662480776906499,0.4101280276013903,1.52858893948346,1.7242727849909898,1.7412348659929944,0.4733093441448521,-0.0941489190581481,0.031133308164398448,-0.07506640258888142,-0.00020886900616498203,98
0.5666420429821664,0.42756225964490724,1.5256350117678805,1.7290607875983983,1.695429458591708,0.4436362635451875,-0.45791248790502453,0.017077783903546247,-0.057024816233758185,0.0,99
0.5673835085145714,0.41048588710048156,1.5326605057039768,1.739428229663808,1.7523344574512827,0.4766637939791818,-0.4054240886094163,0.0033641463032882723,-0.029854333945221953,-0.00019209662044506975,100
