season,week,celebrity_name,celebrity_idx,n_alive,rule_type,pV_hat,pV_rank,elim_prob,elim_rank,eta,alpha,eps_residual,trend_effect,log_trend_rel,delta_log_trend,trend_missing,eliminated_end_of_week,prediction_correct
1,6,John O'Hurley,2,2,R1_Rank,0.4850571854678209,2,0.7716442556531137,1,-0.029894531293545898,-0.11499142401302667,0.0,-0.042822868287503355,-3.3557350048350103,-0.24965467649474116,0.0,False,
1,6,Kelly Monaco,3,2,R1_Rank,0.514942814532179,1,0.22835574434688632,2,0.029894531293545898,0.08014391853106177,0.0,-0.0018406797336718668,-0.035506688349092486,0.058312066773406945,0.0,False,
2,1,Drew Lachey,0,10,R1_Rank,0.1013569920150414,9,0.06600177197753121,10,0.016524842221273595,0.0291419070530895,0.013267446337646314,-0.08076195973023931,-5.58724863170025,0.0,0.0,False,
2,1,George Hamilton,1,10,R1_Rank,0.10330535038402185,2,0.08783144155811579,3,0.03556515230341804,-0.0635748892050725,0.0932643478591511,-0.049001754911437635,-3.3900240780973636,0.0,0.0,False,
2,1,Giselle Fernandez,2,10,R1_Rank,0.10170209211281711,8,0.07043561757541163,8,0.019923857158346464,-0.12535532353257312,0.1711636918603818,-0.08076195973023931,-5.58724863170025,0.0,0.0,False,
2,1,Jerry Rice,3,10,R1_Rank,0.10220099286959003,5,0.07887595290077906,6,0.02481737559033828,0.07778168670677323,-0.07965998819574596,-0.028181771481466073,-1.9496624979712323,0.0,0.0,False,
2,1,Kenny Mayne,4,10,R1_Rank,0.07831464691934248,10,0.2895543967703663,1,-0.24138937004607042,-0.13401155275097681,-0.148203452705043,-0.01405181315082769,-0.9721281412946337,0.0,0.0,True,True
2,1,Lisa Rinna,5,10,R1_Rank,0.1029071405256179,3,0.0848646335570048,4,0.0317030161968684,0.033187879524956984,-0.01374711344084296,-0.042615198448022716,-2.948191326877848,0.0,0.0,False,
2,1,Master P,6,10,R1_Rank,0.10414763439525958,1,0.09392834244588315,2,0.043685436910658494,0.02801971101377028,0.041550237066350436,-0.08076195973023931,-5.58724863170025,0.0,0.0,False,
2,1,Stacy Keibler,7,10,R1_Rank,0.10187049574472147,6,0.07596342886625117,7,0.021578339936122695,0.0057459551311700085,-0.013307238597427617,-0.025737825158396788,-1.7805861680365964,0.0,0.0,False,
2,1,Tatum O'Neal,8,10,R1_Rank,0.10171921811890494,7,0.07036442074428188,9,0.020092236824260395,0.11624486552462707,-0.07026811753090445,-0.08076195973023931,-5.58724863170025,0.0,0.0,False,
2,1,Tia Carrere,9,10,R1_Rank,0.1024754369146831,4,0.08217999360437496,5,0.027499112904784004,0.049275841138834514,-0.05407743674228058,-0.02257674005254702,-1.5618969671883145,0.0,0.0,False,
2,2,Drew Lachey,0,9,R1_Rank,0.11354163117755485,6,0.07450970308468152,8,0.025122676003013232,0.0291419070530895,0.057927328161851116,-0.09271832935295177,-4.148411777327464,1.438836854372786,0.0,False,
2,2,George Hamilton,1,9,R1_Rank,0.11454143699247572,3,0.08885075148142747,5,0.033889764475156355,-0.0635748892050725,0.005688269741703024,-0.04269974532518313,-4.148411777327464,-0.7583876992301004,0.0,False,
2,2,Giselle Fernandez,2,9,R1_Rank,0.1137423669527012,5,0.0786681821791959,7,0.026889063685305796,-0.12535532353257312,0.06767204050938985,-0.09271832935295177,-4.148411777327464,1.438836854372786,0.0,False,
2,2,Jerry Rice,3,9,R1_Rank,0.11354053917632738,7,0.08470734714019966,6,0.02511305832826774,0.07778168670677323,-0.01916371040712445,-0.026836694761374454,-2.1115298555301925,-0.1618673575589602,0.0,False,
2,2,Lisa Rinna,5,9,R1_Rank,0.11496468311823886,2,0.0958724199956284,3,0.03757808969602465,0.033187879524956984,0.013874815632393855,-0.050586437469318034,-1.9889275335381944,0.9592637933396535,0.0,False,
2,2,Master P,6,9,R1_Rank,0.11637815300693463,1,0.10209147846761794,2,0.04979794055602068,0.02801971101377028,0.08180039968894891,-0.11703879202708319,-1.2216723810759007,4.36557625062435,0.0,False,
2,2,Stacy Keibler,7,9,R1_Rank,0.1123739969673601,8,0.07404191984694597,9,0.014785678807064603,0.0057459551311700085,-0.02097152457816934,-0.027160023794161388,-1.6094379118393636,0.17114825619723284,0.0,False,
2,2,Tatum O'Neal,8,9,R1_Rank,0.08683084219448263,9,0.31044325228970865,1,-0.24308500480706355,0.11624486552462707,-0.21986696877137754,-0.09271832935295177,-4.148411777327464,1.438836854372786,0.0,True,True
2,2,Tia Carrere,9,9,R1_Rank,0.11408635041392466,4,0.09081494551459449,4,0.029908733256210535,0.049275841138834514,-0.020140912359872084,-0.021498309095935655,-1.6916760100109223,-0.12977904282260777,0.0,False,
2,3,Drew Lachey,0,8,R1_Rank,0.12777719618168987,5,0.08163061150426876,8,0.02472405946675501,0.0291419070530895,0.047085907329227655,-0.056682638122098054,-4.543294772870004,-0.3948829955425399,0.0,False,
2,3,George Hamilton,1,8,R1_Rank,0.12903912841164009,3,0.1030045307264987,4,0.03455164646721212,-0.0635748892050725,0.05545890791809904,-0.056682638122098054,-4.543294772870004,-0.3948829955425399,0.0,False,
2,3,Giselle Fernandez,2,8,R1_Rank,0.10200484169746177,8,0.3066791143492746,1,-0.20054375314251174,-0.12535532353257312,-0.16868859361586636,-0.056682638122098054,-4.543294772870004,-0.3948829955425399,0.0,True,True
2,3,Jerry Rice,3,8,R1_Rank,0.12904445467948744,2,0.11494160650840464,3,0.03459292199341425,0.07778168670677323,0.029955003582064838,-0.03317872520624099,-1.7917594684152889,0.3197703871149036,0.0,False,
2,3,Lisa Rinna,5,8,R1_Rank,0.12797326899184833,4,0.09711072678513695,5,0.02625737318675301,0.033187879524956984,0.011930771932252511,-0.03184365371992001,-1.6165553795208212,0.3723721540173732,0.0,False,
2,3,Master P,6,8,R1_Rank,0.13031858550799344,1,0.11659553448741655,2,0.04441807732225127,0.02801971101377028,0.0008812219234372949,-0.01360034286492089,-1.7100814376608464,-0.4884090565849457,0.0,False,
2,3,Stacy Keibler,7,8,R1_Rank,0.12660821465082456,7,0.08646993174823221,7,0.015533361340004551,0.0057459551311700085,0.016804939104831836,-0.02431439745528167,-1.4830239872940667,0.12641392454529687,0.0,False,
2,3,Tia Carrere,9,8,R1_Rank,0.12723430987905462,6,0.09356794389076757,6,0.020466313366121536,0.049275841138834514,0.005180722743616916,-0.024927160367125695,-1.6345738853747336,0.05710212463618869,0.0,False,
2,4,Drew Lachey,0,7,R1_Rank,0.14696513186562127,4,0.0831078366703678,7,0.031612718174990735,0.0291419070530895,0.07154028484656572,-0.06729373865929664,-4.348125075351074,0.19516969751892965,0.0,False,
2,4,George Hamilton,1,7,R1_Rank,0.14949610230161647,1,0.11600442734664518,2,0.04868767865502603,-0.0635748892050725,0.08617657545195154,-0.06729373865929664,-4.348125075351074,0.19516969751892965,0.0,False,
2,4,Jerry Rice,3,7,R1_Rank,0.1477229100439818,2,0.11367792727715537,3,0.03675564724466742,0.07778168670677323,0.025246454747283577,-0.028519511298918068,-1.47644545757398,0.31531401084130883,0.0,False,
2,4,Lisa Rinna,5,7,R1_Rank,0.1464760417105867,5,0.09626551441868059,6,0.028279234996908906,0.033187879524956984,0.021596509325051923,-0.022397811661441964,-1.733165304238453,-0.11660992471763176,0.0,False,
2,4,Master P,6,7,R1_Rank,0.11625841985535608,7,0.3859351288020822,1,-0.20276717156685176,0.02801971101377028,-0.21856347319956845,-0.029763959355753822,-1.1029319494676642,0.6071494881931823,0.0,True,True
2,4,Stacy Keibler,7,7,R1_Rank,0.14609634677278283,6,0.09768880942922888,5,0.025683671191741645,0.0057459551311700085,0.029864803832300713,-0.02133303563681646,-1.4954936529172436,-0.012469665623176862,0.0,False,
2,4,Tia Carrere,9,7,R1_Rank,0.14698504745005486,3,0.10732035605584002,4,0.03174822130351701,0.049275841138834514,0.007960573327673809,-0.0010783398344740291,-4.348125075351074,-2.7135511899763407,0.0,False,
2,5,Drew Lachey,0,6,R1_Rank,0.17395330744332008,3,0.10196106010914806,5,0.04762398075426748,0.0291419070530895,0.07064483677396036,-0.06604293547443298,-3.9639827390985194,0.3841423362525549,0.0,False,
2,5,George Hamilton,1,6,R1_Rank,0.17518209135428323,1,0.12133078985986102,3,0.0546630205585836,-0.0635748892050725,0.07931676078289296,-0.07683964777078608,-2.664699758707653,1.6834253166434214,0.0,False,
2,5,Jerry Rice,3,6,R1_Rank,0.1747385494038861,2,0.1359502150056857,2,0.05212791895966026,0.07778168670677323,0.026111533281668414,-0.02528282302380863,-1.0021520223868765,0.47429343518710354,0.0,False,
2,5,Lisa Rinna,5,6,R1_Rank,0.17306421130145982,4,0.11560314006423839,4,0.042499754804274446,0.033187879524956984,0.02944321408661251,-0.02716378810736548,-1.4790760941382968,0.25408921010015617,0.0,False,
2,5,Stacy Keibler,7,6,R1_Rank,0.17072110061647294,5,0.10019400602249486,6,0.02886830002105764,0.0057459551311700085,0.017002802235207358,-0.023968942952627907,-1.212447430774301,0.2830462221429426,0.0,False,
2,5,Tia Carrere,9,6,R1_Rank,0.1323407398805779,6,0.4249607889385719,1,-0.22578297509784342,0.049275841138834514,-0.20433862506118133,-0.06604293547443298,-3.9639827390985194,0.3841423362525549,0.0,True,True
2,6,Drew Lachey,0,5,R1_Rank,0.2098585555054583,2,0.11642074267447873,5,0.05318214029582172,0.0291419070530895,0.07220259250242879,-0.05389385001537411,-4.373658377028015,-0.40967563792949546,0.0,False,
2,6,George Hamilton,1,5,R1_Rank,0.1619245647219071,5,0.4531173628543804,1,-0.20612104135701398,-0.0635748892050725,-0.21652909079402138,-0.024316402037211825,-4.373658377028015,-1.708958618320362,0.0,True,True
2,6,Jerry Rice,3,5,R1_Rank,0.21164689459262298,1,0.16501089062545685,2,0.06166767621197168,0.07778168670677323,0.03420397124411534,-0.015093874218830398,-0.9289758912126456,0.07317613117423094,0.0,False,
2,6,Lisa Rinna,5,5,R1_Rank,0.20960452273253125,3,0.14184137194509158,3,0.051970911860407504,0.033187879524956984,0.040411782307291325,-0.01885080824927321,-1.7833912191705217,-0.3043151250322249,0.0,False,
2,6,Stacy Keibler,7,5,R1_Rank,0.20696546244748032,4,0.1236096319005925,4,0.03930031298881306,0.0057459551311700085,0.043744375080751415,-0.020227420734931015,-0.8873031946139881,0.32514423616031285,0.0,False,
2,7,Drew Lachey,0,4,R1_Rank,0.26637747710622856,2,0.14758989678104498,4,0.0701476812578942,0.0291419070530895,0.11934171455571572,-0.06368664674845961,-4.317488105902977,0.05617027112503781,0.0,False,
2,7,Jerry Rice,3,4,R1_Rank,0.2692404011295994,1,0.21793814520371263,2,0.08083795656312598,0.07778168670677323,0.06394148829275449,-0.00897502707791068,-1.4648566832492749,-0.5358807920366293,0.0,False,
2,7,Lisa Rinna,5,4,R1_Rank,0.20242277194264818,4,0.47770503776716033,1,-0.2044082677544918,0.033187879524956984,-0.18585826577193043,-0.032210198792085656,-1.0093811546543947,0.774010064516127,0.0,True,True
2,7,Stacy Keibler,7,4,R1_Rank,0.26195934982152386,3,0.15676692024808214,3,0.05342262993347163,0.0057459551311700085,0.06589546343368899,-0.012398071824744044,-0.9387635874508348,-0.05146039283684667,0.0,False,
2,8,Drew Lachey,0,3,R1_Rank,0.32078180069141576,3,0.42954714748241934,1,-0.03798814450166352,0.0291419070530895,0.0,-0.07951051529336561,-2.259356357410927,2.05813174849205,0.0,False,
2,8,Jerry Rice,3,3,R1_Rank,0.3430686638945944,1,0.28141526642446374,3,0.02918132553999415,0.07778168670677323,0.0,-0.02576580228753826,-0.9122827102914716,0.5525739729578033,0.0,False,
2,8,Stacy Keibler,7,3,R1_Rank,0.3361495354139898,2,0.28903758609311686,2,0.008806818961669374,0.0057459551311700085,0.0,-0.01550982345531193,-0.7052685408537065,0.23349504659712828,0.0,False,
3,1,Emmitt Smith,0,11,R2_Percent,0.19479967457010958,1,0.033066192735783886,11,1.1711757612115943,1.19062008967139,0.028115809818812103,-0.06421715675046058,-4.442651247990317,0.0,0.0,False,
3,1,Harry Hamlin,1,11,R2_Percent,0.02150332334788285,9,0.13784454622761777,2,-1.0325884619024217,-0.9102936374774317,-0.07473468614638201,-0.06421715675046058,-4.442651247990317,0.0,0.0,False,
3,1,Jerry Springer,2,11,R2_Percent,0.08015176254340416,6,0.09491135960097173,6,0.2831259099632326,0.2033082790440546,0.08028298640112762,-0.017122373953802318,-1.1845547181419112,0.0,0.0,False,
3,1,Joey Lawrence,3,11,R2_Percent,0.14844973587053123,4,0.05025712034195903,9,0.8994504625486991,0.8284380426135283,0.07849564149666241,-0.024140240033344265,-1.6700625337192851,0.0,0.0,False,
3,1,Mario Lopez,4,11,R2_Percent,0.18235345115478346,2,0.03376264400387291,10,1.1051508836575832,1.107187768433855,0.025484795178333925,-0.04417869842645817,-3.0563568932454257,0.0,0.0,False,
3,1,Monique Coleman,5,11,R2_Percent,0.11799416517330524,5,0.06623249130050643,7,0.6698392161484419,0.6261223924691302,0.09127696195791962,-0.06421715675046058,-4.442651247990317,0.0,0.0,False,
3,1,Sara Evans,6,11,R2_Percent,0.16427043031575428,3,0.05479050304541728,8,1.0007180757027394,0.9602504652753605,0.0780085195593437,-0.05419792760381748,-3.749504071680371,0.0,0.0,False,
3,1,Shanna Moakler,7,11,R2_Percent,0.017662326664174943,10,0.1370115361623642,3,-1.229362025224667,-1.1027354751303862,-0.10233034150472767,-0.04095322706140584,-2.833213342356216,0.0,0.0,False,
3,1,Tucker Carlson,8,11,R2_Percent,0.015422953776263128,11,0.16925355033029887,1,-1.3649390547390248,-1.2363199456374756,-0.12573903823052734,-0.01953708934287432,-1.3516088027456368,0.0,0.0,True,True
3,1,Vivica A. Fox,9,11,R2_Percent,0.02525305310848714,8,0.11408939483402492,4,-0.8718488958114656,-0.7702133211312299,-0.05407543640162786,-0.06421715675046058,-4.442651247990317,0.0,0.0,False,
3,1,Willa Ford,10,11,R2_Percent,0.032139123475303906,7,0.10878066141718298,5,-0.6307218715547122,-0.5842879822414865,-0.024773082721235632,-0.0383178250638426,-2.650891785845595,0.0,0.0,False,
3,2,Emmitt Smith,0,10,R2_Percent,0.19536939248372082,1,0.04416382206401737,10,1.0661923746033564,1.19062008967139,0.05031141483732063,-0.07027562001498938,-3.713572062506747,0.7290791854835699,0.0,False,
3,2,Harry Hamlin,1,10,R2_Percent,0.018677659783987187,9,0.16415225682488732,1,-1.2813715667046697,-0.9102936374774317,-0.10089927767712985,-0.07027562001498938,-3.713572062506747,0.7290791854835699,0.0,False,
3,2,Jerry Springer,2,10,R2_Percent,0.0835918859835421,6,0.11125060176239863,5,0.21724674533966776,0.2033082790440546,0.045085147001558884,-0.018792730733076884,-0.9835429587357614,0.2010117594061498,0.0,False,
3,2,Joey Lawrence,3,10,R2_Percent,0.16141088453704033,4,0.048060418372472526,9,0.8752534794061554,0.8284380426135283,0.07449932499150144,-0.00715919372537447,-3.713572062506747,-2.043509528787462,0.0,False,
3,2,Mario Lopez,4,10,R2_Percent,0.18471522169967636,2,0.05203329407829075,8,1.0101155844825367,1.107187768433855,0.045293948375506654,-0.054055758915021374,-1.867745375513679,1.1886115177317467,0.0,False,
3,2,Monique Coleman,5,10,R2_Percent,0.12029677119497567,5,0.06990987159190803,6,0.5812620705834717,0.6261223924691302,0.07126878295255444,-0.07027562001498938,-3.713572062506747,0.7290791854835699,0.0,False,
3,2,Sara Evans,6,10,R2_Percent,0.16819057586259945,3,0.05833646879630524,7,0.916398004187341,0.9602504652753605,0.06527250322763894,-0.06025639088662772,-3.0204248839968018,0.7290791876835692,0.0,False,
3,2,Shanna Moakler,7,10,R2_Percent,0.015323230620420219,10,0.16302776130173552,2,-1.479329694339693,-1.1027354751303862,-0.1268490293343028,-0.04582255861026096,-2.247234996944089,0.5859783454121272,0.0,True,False
3,2,Vivica A. Fox,9,10,R2_Percent,0.022449898814901153,8,0.14612123459738682,3,-1.0974136053807062,-0.7702133211312299,-0.0761922637660975,-0.07027562001498938,-3.713572062506747,0.7290791854835699,0.0,False,
3,2,Willa Ford,10,10,R2_Percent,0.02997447901913677,7,0.14294427061059786,4,-0.8083533921774602,-0.5842879822414865,-0.04779024000020629,-0.04676685347368685,-1.6341305244144109,1.016761261431184,0.0,False,
3,3,Emmitt Smith,0,9,R2_Percent,0.20004961233879232,1,0.0610947560416225,7,0.9484469926025973,1.19062008967139,0.0679207525821029,-0.06513101049631415,-2.3353749147272516,1.3781971477794954,0.0,False,
3,3,Harry Hamlin,1,9,R2_Percent,0.016160459444239907,9,0.19727099668598708,1,-1.5675509212329493,-0.9102936374774317,-0.12980555216911024,-0.053611255702715924,-3.721669272747142,-0.008097210240395114,0.0,True,True
3,3,Jerry Springer,2,9,R2_Percent,0.08332942386957584,6,0.1281530363098549,4,0.07268330965138511,0.2033082790440546,-0.0017179282265222951,-0.012340298085099757,-1.209363652839496,-0.22582069410373462,0.0,False,
3,3,Joey Lawrence,3,9,R2_Percent,0.1657199785800044,4,0.07008361082558576,6,0.7601810830778695,0.8284380426135283,0.08582714017036071,-0.06802535085404761,-1.9870682207041337,1.7265038418026133,0.0,False,
3,3,Mario Lopez,4,9,R2_Percent,0.19135399510370074,2,0.05869251919879798,9,0.9040066852908168,1.107187768433855,0.04765959369689926,-0.031262244241849785,-1.3545456623301086,0.5131997131835704,0.0,False,
3,3,Monique Coleman,5,9,R2_Percent,0.12220906475595,5,0.08012810362331117,5,0.4556148187813916,0.6261223924691302,0.05423241981125524,-0.053611255702715924,-3.721669272747142,-0.008097210240395114,0.0,False,
3,3,Sara Evans,6,9,R2_Percent,0.17329607395961844,3,0.06015843983127991,8,0.8048831369981329,0.9602504652753605,0.05841819745723017,-0.04359202652413401,-3.0285220942538635,-0.008097210257061782,0.0,False,
3,3,Vivica A. Fox,9,9,R2_Percent,0.019880224964906323,8,0.16266607801937294,3,-1.3603928875706162,-0.7702133211312299,-0.10344384121033327,-0.053611255702715924,-3.721669272747142,-0.008097210240395114,0.0,False,
3,3,Willa Ford,10,9,R2_Percent,0.028001166983212002,7,0.18175245946418778,2,-1.0178722175986274,-0.5842879822414865,-0.07909252648138974,-0.01707064823432142,-2.422386291532033,-0.7882557671176222,0.0,False,
3,4,Emmitt Smith,0,8,R2_Percent,0.2111982000199309,1,0.06199430867047679,7,0.8357013810497744,1.19062008967139,0.07319978879327275,-0.024108407771609965,-3.4965075581967833,-1.1611326434695317,0.0,False,
3,4,Jerry Springer,2,8,R2_Percent,0.07698956156761863,6,0.16827593518792155,3,-0.17342579950596532,0.2033082790440546,-0.05783313224686803,-0.018401295242297645,-1.0986122883984129,0.11075136444108313,0.0,False,
3,4,Joey Lawrence,3,8,R2_Percent,0.17502406503784473,4,0.07170140468458613,6,0.6478278308581205,0.8284380426135283,0.07819480735071829,-0.01617940132852143,-3.4965075581967833,-1.5094393374926496,0.0,False,
3,4,Mario Lopez,4,8,R2_Percent,0.1990448231047075,2,0.056622246139701286,8,0.7764343929804693,1.107187768433855,0.05679944788921652,-0.01972514703740757,-1.33702331172418,0.01752235060592855,0.0,False,
3,4,Monique Coleman,5,8,R2_Percent,0.11973842611376453,5,0.11673495653273988,4,0.2682139330999852,0.6261223924691302,0.03526664413799238,-0.05566662093654971,-3.4965075581967833,0.22516171455035883,0.0,False,
3,4,Sara Evans,6,8,R2_Percent,0.17674645514783688,3,0.09048859496043604,5,0.6576206007217835,0.9602504652753605,0.06496166087007255,-0.0441323458340833,-2.985681935550793,0.042840158703070674,0.0,False,
3,4,Vivica A. Fox,9,8,R2_Percent,0.016990911341588994,8,0.23766828513274413,1,-1.6844170739862019,-0.7702133211312299,-0.13159645594866717,-0.05566662093654971,-3.4965075581967833,0.22516171455035883,0.0,True,True
3,4,Willa Ford,10,8,R2_Percent,0.02426755766670797,7,0.19651426869139407,2,-1.3279552652179654,-0.5842879822414865,-0.11902319137671588,-0.0430151455350246,-1.4596256337618303,0.9627606577702028,0.0,False,
3,5,Emmitt Smith,0,7,R2_Percent,0.22432128631685358,1,0.06829002754913038,7,0.6780956862591627,1.19062008967139,0.09878114363116777,-0.048873418233156565,-3.6971782528126536,-0.20067069461587028,0.0,False,
3,5,Jerry Springer,2,7,R2_Percent,0.066619588053677,6,0.22807690468890573,2,-0.5359850026416221,0.2033082790440546,-0.13690095410888706,-0.01971675267587959,-0.6369074621216122,0.46170482627680065,0.0,False,
3,5,Joey Lawrence,3,7,R2_Percent,0.18099380239198876,3,0.09948743181882778,5,0.46347913788662654,0.8284380426135283,0.08459808288167331,-0.048873418233156565,-3.6971782528126536,-0.20067069461587028,0.0,False,
3,5,Mario Lopez,4,7,R2_Percent,0.21680253908243313,2,0.07193697138353053,6,0.6440033292670233,1.107187768433855,0.09187593189468406,-0.015052323110765294,-1.8513515657634454,-0.5143282540392653,0.0,False,
3,5,Monique Coleman,5,7,R2_Percent,0.1133837198070368,5,0.14714307170163055,3,-0.00420583518926157,0.6261223924691302,-0.016248358736395345,-0.048873418233156565,-3.6971782528126536,-0.20067069461587028,0.0,False,
3,5,Sara Evans,6,7,R2_Percent,0.17676932884358032,4,0.10643054943712549,4,0.43986200389801255,0.9602504652753605,0.036527174595742944,-0.04300463696760842,-3.004031074269375,-0.018349138718582125,0.0,False,
3,5,Willa Ford,10,7,R2_Percent,0.02110973550443037,7,0.27863504342084955,1,-1.6852493194799416,-0.5842879822414865,-0.1583613051338618,-0.019430916774971933,-1.6602963290153816,-0.2006706952535513,0.0,True,True
3,6,Emmitt Smith,0,5,R2_Percent,0.3008635127443151,1,0.06520311869850082,4,0.5555655769026382,1.19062008967139,0.1417267861178126,-0.0583534479454573,-3.1060803284745977,0.5910979243380559,0.0,False,
3,6,Jerry Springer,2,5,R2_Percent,0.06511591066571584,5,0.5023343787273279,1,-0.9749222161562421,0.2033082790440546,-0.24306682468432478,-0.006306953255546869,-0.9858167942798399,-0.3489093321582277,0.0,False,
3,6,Joey Lawrence,3,5,R2_Percent,0.21951541624269588,3,0.12139415045953651,3,0.24033132452456896,0.8284380426135283,0.06392692095189613,-0.07053833736585052,-1.639743261476042,2.0574349913366117,0.0,False,
3,6,Mario Lopez,4,5,R2_Percent,0.29277574966826486,2,0.0578324278682226,5,0.5283158175096636,1.107187768433855,0.12703137792487168,-0.03326021177198497,-1.0691984031121082,0.7821531626513372,0.0,False,
